entity_code,period,gl_account,amount
002,02-2026,4000,206125.48
002,02-2026,4001,279467.25
002,02-2026,4002,195046.55
002,02-2026,4003,448880.33
002,02-2026,4004,466190.11
002,02-2026,4005,304362.99
002,02-2026,4006,452427.29
002,02-2026,4100,165272.74
002,02-2026,4101,230833.91
002,02-2026,4102,137600.08
002,02-2026,4103,185011.21
002,02-2026,4104,157560.23
002,02-2026,4105,182346.83
002,02-2026,4200,57389.49
002,02-2026,4201,57288.72
002,02-2026,4202,34222.48
002,02-2026,4203,39299.32
002,02-2026,4300,26911.01
002,02-2026,4301,31488.02
002,02-2026,4302,29297.51
002,02-2026,4303,29928.46
002,02-2026,4400,7713.32
002,02-2026,4401,14419.13
002,02-2026,4402,13889.61
002,02-2026,4403,11027.94
002,02-2026,5000,85074.14
002,02-2026,5001,79141.2
002,02-2026,5002,52233.5
002,02-2026,5003,51795.68
002,02-2026,5004,82969.5
002,02-2026,5005,72235.99
002,02-2026,5100,27315.6
002,02-2026,5101,17567.61
002,02-2026,5102,39157.13
002,02-2026,5103,33496.2
002,02-2026,5104,34768.11
002,02-2026,5105,35895.35
002,02-2026,5200,50702.16
002,02-2026,5201,68801.64
002,02-2026,5202,57567.55
002,02-2026,5203,76286.05
002,02-2026,5204,64230.11
002,02-2026,5300,60286.13
002,02-2026,5301,76129.99
002,02-2026,5302,80333.39
002,02-2026,5303,83448.75
002,02-2026,5304,70320.5
002,02-2026,5400,18382.36
002,02-2026,5401,20039.64
002,02-2026,5402,18467.03
002,02-2026,5403,17389.33
002,02-2026,5404,31584.14
002,02-2026,5500,14760.07
002,02-2026,5501,19704.84
002,02-2026,5502,21995.09
002,02-2026,5600,11114.19
002,02-2026,5601,7047.12
002,02-2026,5602,10068.69
002,02-2026,5700,8032.14
002,02-2026,5701,16662.6
002,02-2026,5702,11444.57
002,02-2026,5703,10910.7
002,02-2026,6000,30996.99
002,02-2026,6001,20460.01
002,02-2026,6002,30073.59
002,02-2026,6003,21739.07
002,02-2026,6004,30982.61
002,02-2026,6005,39804.28
002,02-2026,6006,36888.74
002,02-2026,6007,30369.4
002,02-2026,6008,37017.97
002,02-2026,6009,22787.34
002,02-2026,6100,25271.5
002,02-2026,6101,37906.12
002,02-2026,6102,32018.21
002,02-2026,6103,25419.26
002,02-2026,6104,31916.36
002,02-2026,6105,23673.18
002,02-2026,6106,46605.82
002,02-2026,6107,40669.55
002,02-2026,6200,29650.34
002,02-2026,6201,29679.53
002,02-2026,6202,26638.18
002,02-2026,6203,17249.96
002,02-2026,6204,25734.06
002,02-2026,6205,20416.35
002,02-2026,6206,14658.82
002,02-2026,6207,24172.77
002,02-2026,6300,40366.02
002,02-2026,6301,43417.32
002,02-2026,6302,41691.25
002,02-2026,6303,28237.93
002,02-2026,6304,34487.48
002,02-2026,6400,18336.38
002,02-2026,6401,17536.14
002,02-2026,6402,8594.79
002,02-2026,6403,18284.84
002,02-2026,6404,12527.85
002,02-2026,6500,13689.72
002,02-2026,6501,13522.01
002,02-2026,6502,20941.89
002,02-2026,6503,18200.25
002,02-2026,6504,8926.14
002,02-2026,6600,16767.52
002,02-2026,6601,16348.0
002,02-2026,6602,23344.48
002,02-2026,7000,54772.03
002,02-2026,7001,24179.62
002,02-2026,7002,33968.35
002,02-2026,7100,35510.17
002,02-2026,7101,77409.83
002,02-2026,7200,24175.74
002,02-2026,7201,14220.9
002,02-2026,7202,18063.37
002,02-2026,7300,16125.52
002,02-2026,7301,21514.48
002,02-2026,7400,24433.65
002,02-2026,7401,22108.92
002,02-2026,7402,28737.43
002,02-2026,7500,81235.68
002,02-2026,7501,38146.62
002,02-2026,7502,40420.61
002,02-2026,7503,66037.09
002,02-2026,7600,28883.98
002,02-2026,7601,27576.02
