entity_code,period,gl_account,amount
003,02-2026,4000,121695.08
003,02-2026,4001,164995.57
003,02-2026,4002,115154.16
003,02-2026,4003,265015.9
003,02-2026,4004,275235.47
003,02-2026,4005,179693.84
003,02-2026,4006,267109.99
003,02-2026,4100,32525.3
003,02-2026,4101,45427.59
003,02-2026,4102,27079.38
003,02-2026,4103,36409.79
003,02-2026,4104,31007.5
003,02-2026,4105,35885.44
003,02-2026,4300,12710.46
003,02-2026,4301,14872.25
003,02-2026,4302,13837.64
003,02-2026,4303,14135.65
003,02-2026,4400,4553.89
003,02-2026,4401,8512.96
003,02-2026,4402,8200.33
003,02-2026,4403,6510.82
003,02-2026,5000,50227.2
003,02-2026,5001,46724.43
003,02-2026,5002,30838.3
003,02-2026,5003,30579.82
003,02-2026,5004,48984.63
003,02-2026,5005,42647.64
003,02-2026,5100,16126.94
003,02-2026,5101,10371.8
003,02-2026,5102,23118.1
003,02-2026,5103,19775.93
003,02-2026,5104,20526.86
003,02-2026,5105,21192.37
003,02-2026,5200,9978.07
003,02-2026,5201,13540.01
003,02-2026,5202,11329.16
003,02-2026,5203,15012.92
003,02-2026,5204,12640.34
003,02-2026,5300,11864.17
003,02-2026,5301,14982.21
003,02-2026,5302,15809.43
003,02-2026,5303,16422.52
003,02-2026,5304,13838.91
003,02-2026,5400,3617.61
003,02-2026,5401,3943.76
003,02-2026,5402,3634.27
003,02-2026,5403,3422.18
003,02-2026,5404,6215.69
003,02-2026,5700,3793.7
003,02-2026,5701,7869.99
003,02-2026,5702,5405.44
003,02-2026,5703,5153.28
003,02-2026,6000,13839.68
003,02-2026,6001,9135.09
003,02-2026,6002,13427.4
003,02-2026,6003,9706.17
003,02-2026,6004,13833.26
003,02-2026,6005,17772.01
003,02-2026,6006,16470.26
003,02-2026,6007,13559.48
003,02-2026,6008,16527.96
003,02-2026,6009,10174.2
003,02-2026,6100,11283.34
003,02-2026,6101,16924.51
003,02-2026,6102,14295.65
003,02-2026,6103,11349.32
003,02-2026,6104,14250.17
003,02-2026,6105,10569.71
003,02-2026,6106,20808.79
003,02-2026,6107,18158.34
003,02-2026,6200,13238.43
003,02-2026,6201,13251.46
003,02-2026,6202,11893.54
003,02-2026,6203,7701.85
003,02-2026,6204,11489.87
003,02-2026,6205,9115.59
003,02-2026,6206,6544.94
003,02-2026,6207,10792.77
003,02-2026,6300,18022.82
003,02-2026,6301,19385.18
003,02-2026,6302,18614.51
003,02-2026,6303,12607.81
003,02-2026,6304,15398.14
003,02-2026,6400,8186.91
003,02-2026,6401,7829.62
003,02-2026,6402,3837.44
003,02-2026,6403,8163.9
003,02-2026,6404,5593.49
003,02-2026,6500,6112.25
003,02-2026,6501,6037.37
003,02-2026,6502,9350.24
003,02-2026,6503,8126.14
003,02-2026,6504,3985.38
003,02-2026,6600,7486.44
003,02-2026,6601,7299.13
003,02-2026,6602,10422.96
003,02-2026,7000,24454.88
003,02-2026,7001,10795.83
003,02-2026,7002,15166.35
003,02-2026,7100,15854.75
003,02-2026,7101,34562.32
003,02-2026,7200,10794.1
003,02-2026,7201,6349.42
003,02-2026,7202,8065.02
003,02-2026,7300,7199.8
003,02-2026,7301,9605.89
003,02-2026,7400,10909.25
003,02-2026,7401,9871.3
003,02-2026,7402,12830.83
003,02-2026,7500,36270.5
003,02-2026,7501,17031.89
003,02-2026,7502,18047.19
003,02-2026,7503,29484.56
003,02-2026,7600,12896.26
003,02-2026,7601,12312.28
