entity_code,period,gl_account,amount
003,01-2026,4000,130256.83
003,01-2026,4001,176603.69
003,01-2026,4002,123255.73
003,01-2026,4003,283660.86
003,01-2026,4004,294599.43
003,01-2026,4005,192336.05
003,01-2026,4006,285902.29
003,01-2026,4100,34942.71
003,01-2026,4101,48803.95
003,01-2026,4102,29092.03
003,01-2026,4103,39115.91
003,01-2026,4104,33312.1
003,01-2026,4105,38552.59
003,01-2026,4300,13647.78
003,01-2026,4301,15968.99
003,01-2026,4302,14858.08
003,01-2026,4303,15178.06
003,01-2026,4400,4850.88
003,01-2026,4401,9068.15
003,01-2026,4402,8735.14
003,01-2026,4403,6935.44
003,01-2026,5000,53293.55
003,01-2026,5001,49576.93
003,01-2026,5002,32720.97
003,01-2026,5003,32446.7
003,01-2026,5004,51975.12
003,01-2026,5005,45251.26
003,01-2026,5100,17394.01
003,01-2026,5101,11186.69
003,01-2026,5102,24934.45
003,01-2026,5103,21329.69
003,01-2026,5104,22139.61
003,01-2026,5105,22857.42
003,01-2026,5200,10497.42
003,01-2026,5201,14244.76
003,01-2026,5202,11918.84
003,01-2026,5203,15794.34
003,01-2026,5204,13298.27
003,01-2026,5300,12975.6
003,01-2026,5301,16385.73
003,01-2026,5302,17290.44
003,01-2026,5303,17960.97
003,01-2026,5304,15135.33
003,01-2026,5400,3943.84
003,01-2026,5401,4299.4
003,01-2026,5402,3962.0
003,01-2026,5403,3730.79
003,01-2026,5404,6776.21
003,01-2026,5700,4017.21
003,01-2026,5701,8333.67
003,01-2026,5702,5723.91
003,01-2026,5703,5456.9
003,01-2026,6000,16838.46
003,01-2026,6001,11114.47
003,01-2026,6002,16336.85
003,01-2026,6003,11809.3
003,01-2026,6004,16830.65
003,01-2026,6005,21622.85
003,01-2026,6006,20039.04
003,01-2026,6007,16497.54
003,01-2026,6008,20109.24
003,01-2026,6009,12378.75
003,01-2026,6100,12144.24
003,01-2026,6101,18215.81
003,01-2026,6102,15386.37
003,01-2026,6103,12215.24
003,01-2026,6104,15337.42
003,01-2026,6105,11376.16
003,01-2026,6106,22396.45
003,01-2026,6107,19543.78
003,01-2026,6200,12787.49
003,01-2026,6201,12800.08
003,01-2026,6202,11488.41
003,01-2026,6203,7439.5
003,01-2026,6204,11098.49
003,01-2026,6205,8805.09
003,01-2026,6206,6322.0
003,01-2026,6207,10425.14
003,01-2026,6300,19091.18
003,01-2026,6301,20534.3
003,01-2026,6302,19717.95
003,01-2026,6303,13355.18
003,01-2026,6304,16310.91
003,01-2026,6400,7908.04
003,01-2026,6401,7562.92
003,01-2026,6402,3706.73
003,01-2026,6403,7885.82
003,01-2026,6404,5402.96
003,01-2026,6500,6628.56
003,01-2026,6501,6547.36
003,01-2026,6502,10140.07
003,01-2026,6503,8812.57
003,01-2026,6504,4322.04
003,01-2026,6600,8106.47
003,01-2026,6601,7903.65
003,01-2026,6602,11286.19
003,01-2026,7000,26166.36
003,01-2026,7001,11551.38
003,01-2026,7002,16227.77
003,01-2026,7100,17049.37
003,01-2026,7101,37166.52
003,01-2026,7200,137658.26
003,01-2026,7201,80974.74
003,01-2026,7202,102854.01
003,01-2026,7300,7594.94
003,01-2026,7301,10133.08
003,01-2026,7400,11452.76
003,01-2026,7401,10363.09
003,01-2026,7402,13470.07
003,01-2026,7500,38001.27
003,01-2026,7501,17844.63
003,01-2026,7502,18908.37
003,01-2026,7503,30891.52
003,01-2026,7600,13587.33
003,01-2026,7601,12972.05
