entity_code,period,gl_account,amount
003,01-2026,4000,127771.51
003,01-2026,4001,173234.06
003,01-2026,4002,120903.99
003,01-2026,4003,278248.56
003,01-2026,4004,288978.42
003,01-2026,4005,188666.24
003,01-2026,4006,280447.22
003,01-2026,4100,34149.34
003,01-2026,4101,47695.86
003,01-2026,4102,28431.5
003,01-2026,4103,38227.79
003,01-2026,4104,32555.75
003,01-2026,4105,37677.26
003,01-2026,4300,13345.12
003,01-2026,4301,15614.85
003,01-2026,4302,14528.58
003,01-2026,4303,14841.46
003,01-2026,4400,4781.27
003,01-2026,4401,8938.02
003,01-2026,4402,8609.79
003,01-2026,4403,6835.91
003,01-2026,5000,52735.12
003,01-2026,5001,49057.45
003,01-2026,5002,32378.11
003,01-2026,5003,32106.71
003,01-2026,5004,51430.51
003,01-2026,5005,44777.1
003,01-2026,5100,16932.19
003,01-2026,5101,10889.68
003,01-2026,5102,24272.43
003,01-2026,5103,20763.37
003,01-2026,5104,21551.79
003,01-2026,5105,22250.54
003,01-2026,5200,10476.29
003,01-2026,5201,14216.08
003,01-2026,5202,11894.85
003,01-2026,5203,15762.54
003,01-2026,5204,13271.49
003,01-2026,5300,12456.57
003,01-2026,5301,15730.3
003,01-2026,5302,16598.82
003,01-2026,5303,17242.53
003,01-2026,5304,14529.91
003,01-2026,5400,3798.24
003,01-2026,5401,4140.67
003,01-2026,5402,3815.73
003,01-2026,5403,3593.06
003,01-2026,5404,6526.05
003,01-2026,5700,3983.12
003,01-2026,5701,8262.95
003,01-2026,5702,5675.34
003,01-2026,5703,5410.59
003,01-2026,6000,14530.72
003,01-2026,6001,9591.22
003,01-2026,6002,14097.85
003,01-2026,6003,10190.81
003,01-2026,6004,14523.98
003,01-2026,6005,18659.39
003,01-2026,6006,17292.65
003,01-2026,6007,14236.52
003,01-2026,6008,17353.23
003,01-2026,6009,10682.22
003,01-2026,6100,11846.74
003,01-2026,6101,17769.58
003,01-2026,6102,15009.45
003,01-2026,6103,11916.01
003,01-2026,6104,14961.7
003,01-2026,6105,11097.48
003,01-2026,6106,21847.81
003,01-2026,6107,19065.01
003,01-2026,6200,13899.44
003,01-2026,6201,13913.13
003,01-2026,6202,12487.41
003,01-2026,6203,8086.41
003,01-2026,6204,12063.58
003,01-2026,6205,9570.75
003,01-2026,6206,6871.74
003,01-2026,6207,11331.67
003,01-2026,6300,18922.72
003,01-2026,6301,20353.11
003,01-2026,6302,19543.96
003,01-2026,6303,13237.33
003,01-2026,6304,16166.99
003,01-2026,6400,8595.7
003,01-2026,6401,8220.57
003,01-2026,6402,4029.05
003,01-2026,6403,8571.54
003,01-2026,6404,5872.79
003,01-2026,6500,6417.45
003,01-2026,6501,6338.83
003,01-2026,6502,9817.11
003,01-2026,6503,8531.89
003,01-2026,6504,4184.38
003,01-2026,6600,7860.25
003,01-2026,6601,7663.59
003,01-2026,6602,10943.39
003,01-2026,7000,25675.95
003,01-2026,7001,11334.89
003,01-2026,7002,15923.63
003,01-2026,7100,16646.41
003,01-2026,7101,36288.07
003,01-2026,7200,11333.07
003,01-2026,7201,6666.45
003,01-2026,7202,8467.72
003,01-2026,7300,7559.3
003,01-2026,7301,10085.52
003,01-2026,7400,11453.97
003,01-2026,7401,10364.19
003,01-2026,7402,13471.49
003,01-2026,7500,38081.54
003,01-2026,7501,17882.32
003,01-2026,7502,18948.31
003,01-2026,7503,30956.77
003,01-2026,7600,13540.19
003,01-2026,7601,12927.05
