entity_code,period,gl_account,amount
004,02-2026,4000,302253.11
004,02-2026,4001,409798.19
004,02-2026,4002,286007.47
004,02-2026,4003,658217.89
004,02-2026,4004,683600.17
004,02-2026,4005,446304.17
004,02-2026,4006,663418.99
004,02-2026,4100,242348.5
004,02-2026,4101,338484.44
004,02-2026,4102,201770.55
004,02-2026,4103,271292.11
004,02-2026,4104,231039.22
004,02-2026,4105,267385.18
004,02-2026,4200,84153.36
004,02-2026,4201,84005.59
004,02-2026,4202,50182.3
004,02-2026,4203,57626.75
004,02-2026,4300,39461.1
004,02-2026,4301,46172.61
004,02-2026,4302,42960.55
004,02-2026,4303,43885.74
004,02-2026,4400,11310.46
004,02-2026,4401,21143.56
004,02-2026,4402,20367.1
004,02-2026,4403,16170.87
004,02-2026,5000,124748.89
004,02-2026,5001,116049.09
004,02-2026,5002,76592.85
004,02-2026,5003,75950.85
004,02-2026,5004,121662.73
004,02-2026,5005,105923.6
004,02-2026,5100,40054.36
004,02-2026,5101,25760.36
004,02-2026,5102,57418.25
004,02-2026,5103,49117.32
004,02-2026,5104,50982.39
004,02-2026,5105,52635.32
004,02-2026,5200,74347.36
004,02-2026,5201,100887.63
004,02-2026,5202,84414.46
004,02-2026,5203,111862.42
004,02-2026,5204,94184.13
004,02-2026,5300,88400.86
004,02-2026,5301,111633.59
004,02-2026,5302,117797.26
004,02-2026,5303,122365.48
004,02-2026,5304,103114.81
004,02-2026,5400,26955.07
004,02-2026,5401,29385.23
004,02-2026,5402,27079.22
004,02-2026,5403,25498.93
004,02-2026,5404,46313.56
004,02-2026,5500,21643.5
004,02-2026,5501,28894.29
004,02-2026,5502,32252.61
004,02-2026,5600,16297.35
004,02-2026,5601,10333.57
004,02-2026,5602,14764.28
004,02-2026,5700,11777.97
004,02-2026,5701,24433.28
004,02-2026,5702,16781.8
004,02-2026,5703,15998.95
004,02-2026,6000,45452.58
004,02-2026,6001,30001.64
004,02-2026,6002,44098.56
004,02-2026,6003,31877.2
004,02-2026,6004,45431.5
004,02-2026,6005,58367.21
004,02-2026,6006,54091.99
004,02-2026,6007,44532.32
004,02-2026,6008,54281.48
004,02-2026,6009,33414.33
004,02-2026,6100,37056.99
004,02-2026,6101,55583.82
004,02-2026,6102,46950.07
004,02-2026,6103,37273.66
004,02-2026,6104,46800.71
004,02-2026,6105,34713.28
004,02-2026,6106,68340.68
004,02-2026,6107,59635.99
004,02-2026,6200,43477.92
004,02-2026,6201,43520.73
004,02-2026,6202,39061.02
004,02-2026,6203,25294.56
004,02-2026,6204,37735.26
004,02-2026,6205,29937.62
004,02-2026,6206,21495.03
004,02-2026,6207,35445.86
004,02-2026,6300,59190.91
004,02-2026,6301,63665.21
004,02-2026,6302,61134.17
004,02-2026,6303,41406.82
004,02-2026,6304,50570.89
004,02-2026,6400,26887.64
004,02-2026,6401,25714.21
004,02-2026,6402,12603.01
004,02-2026,6403,26812.07
004,02-2026,6404,18370.27
004,02-2026,6500,20073.98
004,02-2026,6501,19828.06
004,02-2026,6502,30708.25
004,02-2026,6503,26688.03
004,02-2026,6504,13088.88
004,02-2026,6600,24587.14
004,02-2026,6601,23971.97
004,02-2026,6602,34231.29
004,02-2026,7000,80315.24
004,02-2026,7001,35455.91
004,02-2026,7002,49809.66
004,02-2026,7100,52070.51
004,02-2026,7101,113510.29
004,02-2026,7200,35450.21
004,02-2026,7201,20852.88
004,02-2026,7202,26487.3
004,02-2026,7300,23645.74
004,02-2026,7301,31547.86
004,02-2026,7400,35828.4
004,02-2026,7401,32419.52
004,02-2026,7402,42139.28
004,02-2026,7500,119120.34
004,02-2026,7501,55936.49
004,02-2026,7502,59270.96
004,02-2026,7503,96833.81
004,02-2026,7600,42354.16
004,02-2026,7601,40436.24
