entity_code,period,date,gl_account,vendor,description,department,amount
001,03-2026,2026-03-01,5002,Internal Payroll,Payroll run — Rooms Division Overtime,Rooms,164511.74
001,03-2026,2026-03-01,5100,Nordic Linen Services,Invoice — Guest Supplies,Rooms,84100.06
001,03-2026,2026-03-01,5204,Baltic Beverage Supply,Food & beverage supply delivery — F&B Waste & Spoilage,F&B,63936.86
001,03-2026,2026-03-01,5600,Spa Retail Distributors,Invoice — Spa Operating Supplies,Spa & Wellness,32558.55
001,03-2026,2026-03-01,6006,Baltic Audit & Assurance,Professional services invoice — Office Supplies & Postage,Administrative,37074.5
001,03-2026,2026-03-01,6107,Nordic Print & Signage,Marketing services invoice — Website & Photography,Sales & Marketing,41306.07
001,03-2026,2026-03-01,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,23893.52
001,03-2026,2026-03-02,5401,TableSet Supply Co,Invoice — F&B Operating Supplies,F&B,30183.45
001,03-2026,2026-03-02,5601,Spa Retail Distributors,Invoice — Spa Retail Cost of Sales,Spa & Wellness,20644.22
001,03-2026,2026-03-02,6001,Internal Payroll,Payroll run — Finance & Accounting Salaries,Administrative,61689.14
001,03-2026,2026-03-02,7201,Nordic Property Insurers,Insurance premium — General Liability Insurance,Fixed Charges,21082.33
001,03-2026,2026-03-03,5001,Internal Payroll,Payroll run — Housekeeping Salaries,Rooms,249258.75
001,03-2026,2026-03-03,6207,ElevateTech Elevator Co,Maintenance contract charge — Pest Control,Property Operations,24263.88
001,03-2026,2026-03-03,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,23893.52
001,03-2026,2026-03-04,6101,Nordic PR Partners,Marketing services invoice — Advertising & Media,Sales & Marketing,115498.16
001,03-2026,2026-03-04,6104,Scandinavian Media Group,Marketing services invoice — Loyalty Program Costs,Sales & Marketing,48623.82
001,03-2026,2026-03-05,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,60279.06
001,03-2026,2026-03-05,5105,GuestSupply Nordic AB,Invoice — Uniforms – Rooms Division,Rooms,36838.55
001,03-2026,2026-03-05,5403,TableSet Supply Co,Invoice — F&B Other Operating Expense,F&B,52383.14
001,03-2026,2026-03-05,5700,ParkTech Systems,Invoice — Parking Operating Expense,Other Operated,7855.95
