entity_code,period,gl_account,amount
001,02-2026,4000,556109.41
001,02-2026,4001,753979.42
001,02-2026,4002,526219.38
001,02-2026,4003,1211041.83
001,02-2026,4004,1257742.16
001,02-2026,4005,821146.05
001,02-2026,4006,1220611.22
001,02-2026,4100,415618.66
001,02-2026,4101,580488.24
001,02-2026,4102,346029.0
001,02-2026,4103,465255.88
001,02-2026,4104,396223.68
001,02-2026,4105,458555.65
001,02-2026,4200,158519.54
001,02-2026,4201,158241.2
001,02-2026,4202,94528.31
001,02-2026,4203,108551.41
001,02-2026,4300,76808.33
001,02-2026,4301,89871.84
001,02-2026,4302,83619.78
001,02-2026,4303,85420.6
001,02-2026,4400,21028.72
001,02-2026,4401,39310.69
001,02-2026,4402,37867.07
001,02-2026,4403,30065.32
001,02-2026,5000,234131.56
001,02-2026,5001,217803.57
001,02-2026,5002,143751.2
001,02-2026,5003,142546.28
001,02-2026,5004,228339.38
001,02-2026,5005,198799.82
001,02-2026,5100,73647.09
001,02-2026,5101,47365.01
001,02-2026,5102,105573.69
001,02-2026,5103,90310.95
001,02-2026,5104,93740.21
001,02-2026,5105,96779.43
001,02-2026,5200,118795.59
001,02-2026,5201,161202.85
001,02-2026,5202,134881.26
001,02-2026,5203,178738.87
001,02-2026,5204,150491.7
001,02-2026,5300,145702.27
001,02-2026,5301,183994.45
001,02-2026,5302,194153.41
001,02-2026,5303,201682.75
001,02-2026,5304,169953.79
001,02-2026,5400,45002.64
001,02-2026,5401,49059.91
001,02-2026,5402,45209.91
001,02-2026,5403,42571.55
001,02-2026,5404,77322.47
001,02-2026,5500,39776.01
001,02-2026,5501,53101.37
001,02-2026,5502,59273.21
001,02-2026,5600,31104.78
001,02-2026,5601,19722.44
001,02-2026,5602,28178.79
001,02-2026,5700,23114.88
001,02-2026,5701,47951.6
001,02-2026,5702,32935.16
001,02-2026,5703,31398.79
001,02-2026,6000,83730.51
001,02-2026,6001,55267.54
001,02-2026,6002,81236.19
001,02-2026,6003,58722.6
001,02-2026,6004,83691.66
001,02-2026,6005,107521.19
001,02-2026,6006,99645.59
001,02-2026,6007,82035.24
001,02-2026,6008,99994.66
001,02-2026,6009,61554.23
001,02-2026,6100,65098.9
001,02-2026,6101,97645.43
001,02-2026,6102,82478.3
001,02-2026,6103,65479.53
001,02-2026,6104,82215.92
001,02-2026,6105,60981.64
001,02-2026,6106,120055.69
001,02-2026,6107,104763.97
001,02-2026,6200,78706.25
001,02-2026,6201,78783.75
001,02-2026,6202,70710.53
001,02-2026,6203,45789.68
001,02-2026,6204,68310.57
001,02-2026,6205,54194.82
001,02-2026,6206,38911.55
001,02-2026,6207,64166.15
001,02-2026,6300,107994.4
001,02-2026,6301,116157.8
001,02-2026,6302,111539.89
001,02-2026,6303,75547.16
001,02-2026,6304,92267.09
001,02-2026,6400,48747.82
001,02-2026,6401,46620.38
001,02-2026,6402,22849.51
001,02-2026,6403,48610.82
001,02-2026,6404,33305.67
001,02-2026,6500,37119.99
001,02-2026,6501,36665.24
001,02-2026,6502,56784.44
001,02-2026,6503,49350.41
001,02-2026,6504,24203.43
001,02-2026,6600,45156.64
001,02-2026,6601,44026.83
001,02-2026,6602,62869.07
001,02-2026,7000,139826.69
001,02-2026,7001,61727.79
001,02-2026,7002,86717.29
001,02-2026,7100,94611.2
001,02-2026,7101,206246.2
001,02-2026,7200,63909.81
001,02-2026,7201,37593.68
001,02-2026,7202,47751.44
001,02-2026,7300,42734.62
001,02-2026,7301,57016.01
001,02-2026,7400,65345.16
001,02-2026,7401,59127.93
001,02-2026,7402,76855.18
001,02-2026,7500,217794.95
001,02-2026,7501,102272.08
001,02-2026,7502,108368.69
001,02-2026,7503,177047.15
001,02-2026,7600,74553.24
001,02-2026,7601,71177.24
