entity_code,period,date,gl_account,vendor,description,department,amount
004,02-2026,2026-02-01,5101,CleanPro Contract Services,Invoice — Linen & Laundry,Rooms,12905.11
004,02-2026,2026-02-01,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,28764.69
004,02-2026,2026-02-01,5105,Reservation Systems Partners,Invoice — Uniforms – Rooms Division,Rooms,26368.6
004,02-2026,2026-02-01,5301,Internal Payroll,Payroll run — Restaurant & Bar Salaries,F&B,110817.95
004,02-2026,2026-02-01,6000,Internal Payroll,Payroll run — Executive Office Salaries,Administrative,45297.27
004,02-2026,2026-02-01,7000,Group Management Services,Management fee accrual — Base Management Fee,Fixed Charges,26529.55
004,02-2026,2026-02-02,5001,Internal Payroll,Payroll run — Housekeeping Salaries,Rooms,117570.35
004,02-2026,2026-02-02,5104,CleanPro Contract Services,Invoice — Rooms Division Other Operating Expense,Rooms,17027.02
004,02-2026,2026-02-02,5703,Business Services Nordic,Invoice — Gift Shop Cost of Sales,Other Operated,5184.68
004,02-2026,2026-02-02,6105,Nordic Print & Signage,Marketing services invoice — Sales & Marketing Travel,Sales & Marketing,34573.28
004,02-2026,2026-02-02,6205,GreenScape Landscaping,"Maintenance contract charge — Furniture, Fixtures & Equipment Repairs",Property Operations,9884.11
004,02-2026,2026-02-02,6501,SkillUp Training Institute,HR services invoice — Staff Training & Development,HR,19661.0
004,02-2026,2026-02-03,6005,Nordheim Legal Partners,Professional services invoice — Bad Debt Expense,Administrative,29083.88
004,02-2026,2026-02-03,6006,Baltic Audit & Assurance,Professional services invoice — Office Supplies & Postage,Administrative,53907.15
004,02-2026,2026-02-03,6202,Nordic Facilities Services,Maintenance contract charge — Grounds & Landscaping,Property Operations,12896.25
004,02-2026,2026-02-03,6204,ElevateTech Elevator Co,Maintenance contract charge — Maintenance Supplies,Property Operations,37375.64
004,02-2026,2026-02-03,6503,SkillUp Training Institute,HR services invoice — HR Administration,HR,26463.17
004,02-2026,2026-02-03,6601,SecureNordic Services,Security services contract — Security Systems & Monitoring,Security,7977.96
004,02-2026,2026-02-04,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,28764.69
004,02-2026,2026-02-04,5602,Wellness Supply Nordic,Invoice — Spa Equipment Maintenance,Spa & Wellness,4835.4
004,02-2026,2026-02-04,6002,Nordic Payments Processing,Professional services invoice — Professional Fees – Legal,Administrative,14649.29
004,02-2026,2026-02-04,6003,Nordheim Legal Partners,Professional services invoice — Professional Fees – Audit,Administrative,10589.43
004,02-2026,2026-02-04,6403,PMS Systems AB,Systems & telecom invoice — Software Licenses,IT,13208.33
