entity_code,period,gl_account,amount
002,01-2026,4000,218005.57
002,01-2026,4001,295574.42
002,01-2026,4002,206288.11
002,01-2026,4003,474751.66
002,01-2026,4004,493059.09
002,01-2026,4005,321905.02
002,01-2026,4006,478503.04
002,01-2026,4100,171396.46
002,01-2026,4101,239386.82
002,01-2026,4102,142698.46
002,01-2026,4103,191866.29
002,01-2026,4104,163398.18
002,01-2026,4105,189103.19
002,01-2026,4200,66276.73
002,01-2026,4201,66160.35
002,01-2026,4202,39522.11
002,01-2026,4203,45385.15
002,01-2026,4300,28895.11
002,01-2026,4301,33809.57
002,01-2026,4302,31457.56
002,01-2026,4303,32135.02
002,01-2026,4400,8143.4
002,01-2026,4401,15223.11
002,01-2026,4402,14664.06
002,01-2026,4403,11642.83
002,01-2026,5000,89979.25
002,01-2026,5001,83704.23
002,01-2026,5002,55245.11
002,01-2026,5003,54782.05
002,01-2026,5004,87753.25
002,01-2026,5005,76400.88
002,01-2026,5100,28958.17
002,01-2026,5101,18624.01
002,01-2026,5102,41511.77
002,01-2026,5103,35510.44
002,01-2026,5104,36858.83
002,01-2026,5105,38053.85
002,01-2026,5200,59285.53
002,01-2026,5201,80449.08
002,01-2026,5202,67313.16
002,01-2026,5203,89200.52
002,01-2026,5204,75103.62
002,01-2026,5300,65615.43
002,01-2026,5301,82859.9
002,01-2026,5302,87434.87
002,01-2026,5303,90825.63
002,01-2026,5304,76536.84
002,01-2026,5400,19629.49
002,01-2026,5401,21399.21
002,01-2026,5402,19719.9
002,01-2026,5403,18569.08
002,01-2026,5404,33726.92
002,01-2026,5500,16678.74
002,01-2026,5501,22266.29
002,01-2026,5502,24854.25
002,01-2026,5600,13214.58
002,01-2026,5601,8378.9
002,01-2026,5602,11971.5
002,01-2026,5700,8404.07
002,01-2026,5701,17434.16
002,01-2026,5702,11974.5
002,01-2026,5703,11415.91
002,01-2026,6000,37696.83
002,01-2026,6001,24882.34
002,01-2026,6002,36573.85
002,01-2026,6003,26437.87
002,01-2026,6004,37679.35
002,01-2026,6005,48407.79
002,01-2026,6006,44862.06
002,01-2026,6007,36933.6
002,01-2026,6008,45019.22
002,01-2026,6009,27712.72
002,01-2026,6100,26530.4
002,01-2026,6101,39794.41
002,01-2026,6102,33613.2
002,01-2026,6103,26685.52
002,01-2026,6104,33506.27
002,01-2026,6105,24852.45
002,01-2026,6106,48927.48
002,01-2026,6107,42695.5
002,01-2026,6200,30610.86
002,01-2026,6201,30641.0
002,01-2026,6202,27501.12
002,01-2026,6203,17808.77
002,01-2026,6204,26567.72
002,01-2026,6205,21077.74
002,01-2026,6206,15133.69
002,01-2026,6207,24955.85
002,01-2026,6300,42070.2
002,01-2026,6301,45250.33
002,01-2026,6302,43451.38
002,01-2026,6303,29430.08
002,01-2026,6304,35943.48
002,01-2026,6400,19880.79
002,01-2026,6401,19013.15
002,01-2026,6402,9318.7
002,01-2026,6403,19824.91
002,01-2026,6404,13583.03
002,01-2026,6500,14270.22
002,01-2026,6501,14095.4
002,01-2026,6502,21829.92
002,01-2026,6503,18972.02
002,01-2026,6504,9304.64
002,01-2026,6600,18641.24
002,01-2026,6601,18174.84
002,01-2026,6602,25953.16
002,01-2026,7000,55531.87
002,01-2026,7001,24515.06
002,01-2026,7002,34439.58
002,01-2026,7100,38738.15
002,01-2026,7101,84446.63
002,01-2026,7200,310935.72
002,01-2026,7201,182901.78
002,01-2026,7202,232321.58
002,01-2026,7300,16824.9
002,01-2026,7301,22447.57
002,01-2026,7400,26694.61
002,01-2026,7401,24154.76
002,01-2026,7402,31396.65
002,01-2026,7500,85253.5
002,01-2026,7501,40033.31
002,01-2026,7502,42419.76
002,01-2026,7503,69303.21
002,01-2026,7600,29290.49
002,01-2026,7601,27964.12
