entity_code,period,gl_account,amount
002,02-2026,4000,210047.62
002,02-2026,4001,284784.93
002,02-2026,4002,198757.88
002,02-2026,4003,457421.59
002,02-2026,4004,475060.73
002,02-2026,4005,310154.38
002,02-2026,4006,461036.04
002,02-2026,4100,167132.74
002,02-2026,4101,233431.75
002,02-2026,4102,139148.65
002,02-2026,4103,187093.36
002,02-2026,4104,159333.44
002,02-2026,4105,184398.99
002,02-2026,4200,58550.93
002,02-2026,4201,58448.12
002,02-2026,4202,34915.07
002,02-2026,4203,40094.66
002,02-2026,4300,27854.28
002,02-2026,4301,32591.71
002,02-2026,4302,30324.42
002,02-2026,4303,30977.49
002,02-2026,4400,7790.1
002,02-2026,4401,14562.67
002,02-2026,4402,14027.88
002,02-2026,4403,11137.72
002,02-2026,5000,87594.38
002,02-2026,5001,81485.68
002,02-2026,5002,53780.86
002,02-2026,5003,53330.07
002,02-2026,5004,85427.38
002,02-2026,5005,74375.9
002,02-2026,5100,27452.84
002,02-2026,5101,17655.88
002,02-2026,5102,39353.87
002,02-2026,5103,33664.5
002,02-2026,5104,34942.8
002,02-2026,5105,36075.71
002,02-2026,5200,50702.16
002,02-2026,5201,68801.64
002,02-2026,5202,57567.55
002,02-2026,5203,203321.05
002,02-2026,5204,64230.11
002,02-2026,5300,61394.43
002,02-2026,5301,77529.57
002,02-2026,5302,81810.24
002,02-2026,5303,84982.87
002,02-2026,5304,71613.27
002,02-2026,5400,18886.63
002,02-2026,5401,20589.38
002,02-2026,5402,18973.62
002,02-2026,5403,17866.36
002,02-2026,5404,32450.57
002,02-2026,5500,14729.41
002,02-2026,5501,19663.91
002,02-2026,5502,21949.4
002,02-2026,5600,11160.45
002,02-2026,5601,7076.45
002,02-2026,5602,10110.6
002,02-2026,5700,8409.36
002,02-2026,5701,17445.13
002,02-2026,5702,11982.04
002,02-2026,5703,11423.1
002,02-2026,6000,32285.49
002,02-2026,6001,21310.51
002,02-2026,6002,31323.71
002,02-2026,6003,22642.74
002,02-2026,6004,32270.52
002,02-2026,6005,41458.9
002,02-2026,6006,38422.16
002,02-2026,6007,31631.82
002,02-2026,6008,38556.76
002,02-2026,6009,23734.59
002,02-2026,6100,25458.59
002,02-2026,6101,38186.74
002,02-2026,6102,32255.25
002,02-2026,6103,25607.44
002,02-2026,6104,32152.64
002,02-2026,6105,23848.43
002,02-2026,6106,46950.85
002,02-2026,6107,40970.63
002,02-2026,6200,29718.84
002,02-2026,6201,29748.11
002,02-2026,6202,26699.73
002,02-2026,6203,17289.81
002,02-2026,6204,25793.52
002,02-2026,6205,20463.53
002,02-2026,6206,14692.69
002,02-2026,6207,24228.62
002,02-2026,6300,39990.56
002,02-2026,6301,43013.48
002,02-2026,6302,41303.46
002,02-2026,6303,27975.27
002,02-2026,6304,34166.7
002,02-2026,6400,18981.87
002,02-2026,6401,18153.46
002,02-2026,6402,8897.35
002,02-2026,6403,18928.52
002,02-2026,6404,12968.86
002,02-2026,6500,13804.28
002,02-2026,6501,13635.17
002,02-2026,6502,21117.14
002,02-2026,6503,18352.56
002,02-2026,6504,9000.83
002,02-2026,6600,17331.36
002,02-2026,6601,16897.73
002,02-2026,6602,24129.48
002,02-2026,7000,55232.52
002,02-2026,7001,24382.91
002,02-2026,7002,34253.94
002,02-2026,7100,35861.23
002,02-2026,7101,78175.13
002,02-2026,7200,25047.86
002,02-2026,7201,14733.91
002,02-2026,7202,18714.99
002,02-2026,7300,16194.64
002,02-2026,7301,21606.68
002,02-2026,7400,24950.93
002,02-2026,7401,22576.98
002,02-2026,7402,29345.83
002,02-2026,7500,82763.36
002,02-2026,7501,38863.99
002,02-2026,7502,41180.74
002,02-2026,7503,67278.96
002,02-2026,7600,28476.55
002,02-2026,7601,27187.04
