entity_code,period,date,gl_account,vendor,description,department,amount
003,02-2026,2026-02-01,5302,Internal Payroll,Payroll run — Banquet Service Salaries,F&B,15866.36
003,02-2026,2026-02-01,6003,Baltic Audit & Assurance,Professional services invoice — Professional Fees – Audit,Administrative,4897.29
003,02-2026,2026-02-01,6105,BookingBridge OTA Services,Marketing services invoice — Sales & Marketing Travel,Sales & Marketing,5462.04
003,02-2026,2026-02-01,6200,Internal Payroll,Payroll run — Engineering Salaries,Property Operations,13027.28
003,02-2026,2026-02-01,6304,Stockholm Energi AB,Monthly utility invoice — Fuel Oil / Backup Generator Fuel,Property Operations,5253.32
003,02-2026,2026-02-01,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,11206.82
003,02-2026,2026-02-01,7301,Municipal Tax Authority,Property tax / license fee — Business Licenses & Permits,Fixed Charges,4929.35
003,02-2026,2026-02-01,7402,Property Holdings Lease Co,Lease payment — Vehicle Lease,Fixed Charges,6452.75
003,02-2026,2026-02-02,5100,Reservation Systems Partners,Invoice — Guest Supplies,Rooms,16511.84
003,02-2026,2026-02-02,5700,ParkTech Systems,Invoice — Parking Operating Expense,Other Operated,1906.29
003,02-2026,2026-02-02,6007,Nordic Payments Processing,Professional services invoice — General Admin Other,Administrative,6841.5
003,02-2026,2026-02-02,6303,City Water Utility,Monthly utility invoice — Waste & Recycling,Property Operations,4301.36
003,02-2026,2026-02-02,6304,City Water Utility,Monthly utility invoice — Fuel Oil / Backup Generator Fuel,Property Operations,5253.32
003,02-2026,2026-02-02,6400,CloudHost Nordic,Systems & telecom invoice — PMS & POS System Fees,IT,4210.62
003,02-2026,2026-02-02,7001,Group Management Services,Management fee accrual — Incentive Management Fee,Fixed Charges,3630.34
003,02-2026,2026-02-03,5102,GuestSupply Nordic AB,Invoice — Reservation & Distribution Costs,Rooms,23669.85
003,02-2026,2026-02-03,5105,CleanPro Contract Services,Invoice — Uniforms – Rooms Division,Rooms,7232.72
003,02-2026,2026-02-03,5401,TableSet Supply Co,Invoice — F&B Operating Supplies,F&B,1993.85
003,02-2026,2026-02-03,6100,Internal Payroll,Payroll run — Sales Team Salaries,Sales & Marketing,11661.63
003,02-2026,2026-02-03,6201,ElevateTech Elevator Co,Maintenance contract charge — Building Repairs & Maintenance,Property Operations,4346.71
003,02-2026,2026-02-03,6601,SecureNordic Services,Security services contract — Security Systems & Monitoring,Security,3658.74
003,02-2026,2026-02-03,7002,Group Management Services,Management fee accrual — Central Reservation System Fee,Fixed Charges,15300.09
003,02-2026,2026-02-04,7401,Property Holdings Lease Co,Lease payment — Equipment Lease,Fixed Charges,3309.59
003,02-2026,2026-02-05,5005,Internal Payroll,Payroll run — Rooms Division Temporary Labor,Rooms,43503.5
003,02-2026,2026-02-05,6101,Nordic PR Partners,Marketing services invoice — Advertising & Media,Sales & Marketing,5830.65
003,02-2026,2026-02-05,6104,Nordic Print & Signage,Marketing services invoice — Loyalty Program Costs,Sales & Marketing,14727.93
