entity_code,period,gl_account,amount
004,01-2026,4000,285480.14
004,01-2026,4001,387057.2
004,01-2026,4002,270136.02
004,01-2026,4003,621691.31
004,01-2026,4004,645665.05
004,01-2026,4005,421537.35
004,01-2026,4006,626603.78
004,01-2026,4100,228904.69
004,01-2026,4101,319707.69
004,01-2026,4102,190577.73
004,01-2026,4103,256242.71
004,01-2026,4104,218222.77
004,01-2026,4105,252552.51
004,01-2026,4200,78991.92
004,01-2026,4201,78853.22
004,01-2026,4202,47104.43
004,01-2026,4203,54092.29
004,01-2026,4300,37475.24
004,01-2026,4301,43849.01
004,01-2026,4302,40798.59
004,01-2026,4303,41677.22
004,01-2026,4400,10494.86
004,01-2026,4401,19618.9
004,01-2026,4402,18898.43
004,01-2026,4403,15004.79
004,01-2026,5000,116762.99
004,01-2026,5001,108620.11
004,01-2026,5002,71689.69
004,01-2026,5003,71088.79
004,01-2026,5004,113874.39
004,01-2026,5005,99142.81
004,01-2026,5100,37648.13
004,01-2026,5101,24212.83
004,01-2026,5102,53968.89
004,01-2026,5103,46166.64
004,01-2026,5104,47919.66
004,01-2026,5105,49473.3
004,01-2026,5200,69431.56
004,01-2026,5201,94217.01
004,01-2026,5202,78833.03
004,01-2026,5203,104466.15
004,01-2026,5204,87956.74
004,01-2026,5300,83544.94
004,01-2026,5301,105501.48
004,01-2026,5302,111326.57
004,01-2026,5303,115643.86
004,01-2026,5304,97450.64
004,01-2026,5400,25102.81
004,01-2026,5401,27365.98
004,01-2026,5402,25218.43
004,01-2026,5403,23746.73
004,01-2026,5404,43131.06
004,01-2026,5500,20958.96
004,01-2026,5501,27980.43
004,01-2026,5502,31232.52
004,01-2026,5600,15905.2
004,01-2026,5601,10084.92
004,01-2026,5602,14409.02
004,01-2026,5700,10751.33
004,01-2026,5701,22303.54
004,01-2026,5702,15319.0
004,01-2026,5703,14604.39
004,01-2026,6000,50621.72
004,01-2026,6001,33413.6
004,01-2026,6002,49113.71
004,01-2026,6003,35502.46
004,01-2026,6004,50598.24
004,01-2026,6005,65005.07
004,01-2026,6006,60243.65
004,01-2026,6007,49596.8
004,01-2026,6008,60454.69
004,01-2026,6009,37214.41
004,01-2026,6100,34908.46
004,01-2026,6101,52361.12
004,01-2026,6102,44227.94
004,01-2026,6103,35112.57
004,01-2026,6104,44087.24
004,01-2026,6105,32700.63
004,01-2026,6106,64378.34
004,01-2026,6107,56178.35
004,01-2026,6200,41134.0
004,01-2026,6201,41174.5
004,01-2026,6202,36955.22
004,01-2026,6203,23930.92
004,01-2026,6204,35700.93
004,01-2026,6205,28323.67
004,01-2026,6206,20336.22
004,01-2026,6207,33534.95
004,01-2026,6300,57593.35
004,01-2026,6301,61946.89
004,01-2026,6302,59484.16
004,01-2026,6303,40289.26
004,01-2026,6304,49205.99
004,01-2026,6400,25385.13
004,01-2026,6401,24277.27
004,01-2026,6402,11898.74
004,01-2026,6403,25313.78
004,01-2026,6404,17343.72
004,01-2026,6500,18884.63
004,01-2026,6501,18653.28
004,01-2026,6502,28888.83
004,01-2026,6503,25106.8
004,01-2026,6504,12313.39
004,01-2026,6600,23649.13
004,01-2026,6601,23057.44
004,01-2026,6602,32925.37
004,01-2026,7000,76447.24
004,01-2026,7001,33748.34
004,01-2026,7002,47410.82
004,01-2026,7100,49936.39
004,01-2026,7101,108858.04
004,01-2026,7200,404390.19
004,01-2026,7201,237874.52
004,01-2026,7202,302147.88
004,01-2026,7300,22268.38
004,01-2026,7301,29710.19
004,01-2026,7400,33256.82
004,01-2026,7401,30092.62
004,01-2026,7402,39114.74
004,01-2026,7500,113936.79
004,01-2026,7501,53502.4
004,01-2026,7502,56691.77
004,01-2026,7503,92620.07
004,01-2026,7600,40554.43
004,01-2026,7601,38718.0
