entity_code,period,gl_account,amount
001,01-2026,4000,566533.64
001,01-2026,4001,768112.71
001,01-2026,4002,536083.32
001,01-2026,4003,1233742.71
001,01-2026,4004,1281318.44
001,01-2026,4005,836538.37
001,01-2026,4006,1243491.48
001,01-2026,4100,453016.3
001,01-2026,4101,632720.95
001,01-2026,4102,377164.91
001,01-2026,4103,507119.9
001,01-2026,4104,431876.14
001,01-2026,4105,499816.78
001,01-2026,4200,161226.42
001,01-2026,4201,160943.33
001,01-2026,4202,96142.47
001,01-2026,4203,110405.04
001,01-2026,4300,73231.47
001,01-2026,4301,85686.63
001,01-2026,4302,79725.72
001,01-2026,4303,81442.68
001,01-2026,4400,20927.43
001,01-2026,4401,39121.33
001,01-2026,4402,37684.67
001,01-2026,4403,29920.5
001,01-2026,5000,226375.02
001,01-2026,5001,210587.96
001,01-2026,5002,138988.87
001,01-2026,5003,137823.86
001,01-2026,5004,220774.73
001,01-2026,5005,192213.78
001,01-2026,5100,77179.43
001,01-2026,5101,49636.78
001,01-2026,5102,110637.32
001,01-2026,5103,94642.54
001,01-2026,5104,98236.28
001,01-2026,5105,101421.27
001,01-2026,5200,139972.69
001,01-2026,5201,189939.68
001,01-2026,5202,158925.88
001,01-2026,5203,210601.77
001,01-2026,5204,177319.11
001,01-2026,5300,163721.12
001,01-2026,5301,206748.85
001,01-2026,5302,218164.16
001,01-2026,5303,226624.65
001,01-2026,5304,190971.8
001,01-2026,5400,50800.83
001,01-2026,5401,55380.83
001,01-2026,5402,51034.8
001,01-2026,5403,48056.52
001,01-2026,5404,87284.78
001,01-2026,5500,41534.29
001,01-2026,5501,55448.7
001,01-2026,5502,61893.37
001,01-2026,5600,31791.39
001,01-2026,5601,20157.8
001,01-2026,5602,28800.81
001,01-2026,5700,22072.36
001,01-2026,5701,45788.9
001,01-2026,5702,31449.72
001,01-2026,5703,29982.64
001,01-2026,6000,95352.98
001,01-2026,6001,62939.12
001,01-2026,6002,92512.43
001,01-2026,6003,66873.77
001,01-2026,6004,95308.75
001,01-2026,6005,122446.01
001,01-2026,6006,113477.21
001,01-2026,6007,93422.4
001,01-2026,6008,113874.73
001,01-2026,6009,70098.46
001,01-2026,6100,69735.7
001,01-2026,6101,104600.41
001,01-2026,6102,88352.97
001,01-2026,6103,70143.44
001,01-2026,6104,88071.91
001,01-2026,6105,65325.18
001,01-2026,6106,128606.89
001,01-2026,6107,112225.98
001,01-2026,6200,81038.75
001,01-2026,6201,81118.55
001,01-2026,6202,72806.08
001,01-2026,6203,47146.69
001,01-2026,6204,70334.99
001,01-2026,6205,55800.91
001,01-2026,6206,40064.71
001,01-2026,6207,66067.75
001,01-2026,6300,110261.03
001,01-2026,6301,118595.77
001,01-2026,6302,113880.93
001,01-2026,6303,77132.77
001,01-2026,6304,94203.63
001,01-2026,6400,51305.16
001,01-2026,6401,49066.11
001,01-2026,6402,24048.21
001,01-2026,6403,51160.96
001,01-2026,6404,35052.91
001,01-2026,6500,37335.54
001,01-2026,6501,36878.15
001,01-2026,6502,57114.17
001,01-2026,6503,49636.98
001,01-2026,6504,24343.97
001,01-2026,6600,46103.43
001,01-2026,6601,44949.93
001,01-2026,6602,64187.23
001,01-2026,7000,148859.51
001,01-2026,7001,65715.41
001,01-2026,7002,92319.23
001,01-2026,7100,95298.47
001,01-2026,7101,207744.4
001,01-2026,7200,786663.38
001,01-2026,7201,462739.15
001,01-2026,7202,587770.63
001,01-2026,7300,44152.4
001,01-2026,7301,58907.58
001,01-2026,7400,68497.35
001,01-2026,7401,61980.21
001,01-2026,7402,80562.6
001,01-2026,7500,222891.8
001,01-2026,7501,104665.46
001,01-2026,7502,110904.74
001,01-2026,7503,181190.41
001,01-2026,7600,79545.24
001,01-2026,7601,75943.19
