entity_code,period,gl_account,amount
001,02-2026,4000,537923.97
001,02-2026,4001,729323.4
001,02-2026,4002,509011.39
001,02-2026,4003,1171439.33
001,02-2026,4004,1216612.51
001,02-2026,4005,794293.6
001,02-2026,4006,1180695.79
001,02-2026,4100,431310.91
001,02-2026,4101,602405.37
001,02-2026,4102,359093.79
001,02-2026,4103,482822.25
001,02-2026,4104,411183.64
001,02-2026,4105,475869.04
001,02-2026,4200,149768.88
001,02-2026,4201,149505.9
001,02-2026,4202,89310.12
001,02-2026,4203,102559.11
001,02-2026,4300,70229.45
001,02-2026,4301,82174.03
001,02-2026,4302,76457.48
001,02-2026,4303,78104.05
001,02-2026,4400,20129.39
001,02-2026,4401,37629.49
001,02-2026,4402,36247.61
001,02-2026,4403,28779.52
001,02-2026,5000,222017.3
001,02-2026,5001,206534.14
001,02-2026,5002,136313.33
001,02-2026,5003,135170.75
001,02-2026,5004,216524.82
001,02-2026,5005,188513.67
001,02-2026,5100,71285.29
001,02-2026,5101,45846.06
001,02-2026,5102,102188.04
001,02-2026,5103,87414.76
001,02-2026,5104,90734.05
001,02-2026,5105,93675.8
001,02-2026,5200,132317.0
001,02-2026,5201,179551.09
001,02-2026,5202,150233.55
001,02-2026,5203,199083.07
001,02-2026,5204,167620.78
001,02-2026,5300,157328.21
001,02-2026,5301,198675.82
001,02-2026,5302,209645.38
001,02-2026,5303,217775.51
001,02-2026,5304,183514.82
001,02-2026,5400,47972.3
001,02-2026,5401,52297.3
001,02-2026,5402,48193.25
001,02-2026,5403,45380.79
001,02-2026,5404,82424.87
001,02-2026,5500,38519.23
001,02-2026,5501,51423.57
001,02-2026,5502,57400.4
001,02-2026,5600,29004.61
001,02-2026,5601,18390.8
001,02-2026,5602,26276.19
001,02-2026,5700,20961.41
001,02-2026,5701,43484.25
001,02-2026,5702,29866.79
001,02-2026,5703,28473.55
001,02-2026,6000,80892.58
001,02-2026,6001,53394.33
001,02-2026,6002,78482.8
001,02-2026,6003,56732.28
001,02-2026,6004,80855.06
001,02-2026,6005,103876.91
001,02-2026,6006,96268.25
001,02-2026,6007,79254.77
001,02-2026,6008,96605.48
001,02-2026,6009,59467.94
001,02-2026,6100,65950.83
001,02-2026,6101,98923.29
001,02-2026,6102,83557.67
001,02-2026,6103,66336.44
001,02-2026,6104,83291.86
001,02-2026,6105,61779.69
001,02-2026,6106,121626.83
001,02-2026,6107,106134.99
001,02-2026,6200,77378.24
001,02-2026,6201,77454.43
001,02-2026,6202,69517.43
001,02-2026,6203,45017.08
001,02-2026,6204,67157.96
001,02-2026,6205,53280.39
001,02-2026,6206,38254.99
001,02-2026,6207,63083.47
001,02-2026,6300,105342.87
001,02-2026,6301,113305.84
001,02-2026,6302,108801.3
001,02-2026,6303,73692.29
001,02-2026,6304,90001.7
001,02-2026,6400,47852.29
001,02-2026,6401,45763.93
001,02-2026,6402,22429.75
001,02-2026,6403,47717.8
001,02-2026,6404,32693.83
001,02-2026,6500,35725.94
001,02-2026,6501,35288.27
001,02-2026,6502,54651.88
001,02-2026,6503,47497.05
001,02-2026,6504,23294.46
001,02-2026,6600,43758.06
001,02-2026,6601,42663.24
001,02-2026,6602,60921.9
001,02-2026,7000,142938.12
001,02-2026,7001,63101.36
001,02-2026,7002,88646.93
001,02-2026,7100,92670.6
001,02-2026,7101,202015.8
001,02-2026,7200,63091.22
001,02-2026,7201,37112.16
001,02-2026,7202,47139.82
001,02-2026,7300,42082.65
001,02-2026,7301,56146.15
001,02-2026,7400,63764.29
001,02-2026,7401,57697.47
001,02-2026,7402,74995.85
001,02-2026,7500,212000.09
001,02-2026,7501,99550.93
001,02-2026,7502,105485.33
001,02-2026,7503,172336.46
001,02-2026,7600,75378.28
001,02-2026,7601,71964.92
