entity_code,period,gl_account,amount
004,01-2026,4000,277290.25
004,01-2026,4001,375953.25
004,01-2026,4002,262386.32
004,01-2026,4003,603856.15
004,01-2026,4004,627142.12
004,01-2026,4005,409444.23
004,01-2026,4006,608627.69
004,01-2026,4100,222333.11
004,01-2026,4101,310529.26
004,01-2026,4102,185106.47
004,01-2026,4103,248886.28
004,01-2026,4104,211957.86
004,01-2026,4105,245302.03
004,01-2026,4200,77203.19
004,01-2026,4201,77067.63
004,01-2026,4202,46037.78
004,01-2026,4203,52867.4
004,01-2026,4300,36202.03
004,01-2026,4301,42359.25
004,01-2026,4302,39412.47
004,01-2026,4303,40261.25
004,01-2026,4400,10376.34
004,01-2026,4401,19397.33
004,01-2026,4402,18685.0
004,01-2026,4403,14835.33
004,01-2026,5000,114445.97
004,01-2026,5001,106464.68
004,01-2026,5002,70267.1
004,01-2026,5003,69678.12
004,01-2026,5004,111614.69
004,01-2026,5005,97175.44
004,01-2026,5100,36746.3
004,01-2026,5101,23632.83
004,01-2026,5102,52676.12
004,01-2026,5103,45060.76
004,01-2026,5104,46771.79
004,01-2026,5105,48288.21
004,01-2026,5200,68207.06
004,01-2026,5201,92555.39
004,01-2026,5202,77442.73
004,01-2026,5203,102623.79
004,01-2026,5204,86405.53
004,01-2026,5300,81099.9
004,01-2026,5301,102413.85
004,01-2026,5302,108068.47
004,01-2026,5303,112259.4
004,01-2026,5304,94598.63
004,01-2026,5400,24728.87
004,01-2026,5401,26958.33
004,01-2026,5402,24842.76
004,01-2026,5403,23392.99
004,01-2026,5404,42488.55
004,01-2026,5500,19855.98
004,01-2026,5501,26507.93
004,01-2026,5502,29588.89
004,01-2026,5600,14951.36
004,01-2026,5601,9480.13
004,01-2026,5602,13544.91
004,01-2026,5700,10805.23
004,01-2026,5701,22415.36
004,01-2026,5702,15395.8
004,01-2026,5703,14677.61
004,01-2026,6000,41698.69
004,01-2026,6001,27523.83
004,01-2026,6002,40456.49
004,01-2026,6003,29244.48
004,01-2026,6004,41679.34
004,01-2026,6005,53546.7
004,01-2026,6006,49624.57
004,01-2026,6007,40854.43
004,01-2026,6008,49798.41
004,01-2026,6009,30654.67
004,01-2026,6100,33996.48
004,01-2026,6101,50993.2
004,01-2026,6102,43072.49
004,01-2026,6103,34195.26
004,01-2026,6104,42935.47
004,01-2026,6105,31846.33
004,01-2026,6106,62696.47
004,01-2026,6107,54710.7
004,01-2026,6200,39887.11
004,01-2026,6201,39926.38
004,01-2026,6202,35835.0
004,01-2026,6203,23205.5
004,01-2026,6204,34618.74
004,01-2026,6205,27465.09
004,01-2026,6206,19719.77
004,01-2026,6207,32518.41
004,01-2026,6300,54302.38
004,01-2026,6301,58407.14
004,01-2026,6302,56085.14
004,01-2026,6303,37987.06
004,01-2026,6304,46394.28
004,01-2026,6400,24667.01
004,01-2026,6401,23590.49
004,01-2026,6402,11562.14
004,01-2026,6403,24597.68
004,01-2026,6404,16853.09
004,01-2026,6500,18416.09
004,01-2026,6501,18190.48
004,01-2026,6502,28172.07
004,01-2026,6503,24483.88
004,01-2026,6504,12007.88
004,01-2026,6600,22556.5
004,01-2026,6601,21992.14
004,01-2026,6602,31404.16
004,01-2026,7000,73682.06
004,01-2026,7001,32527.63
004,01-2026,7002,45695.91
004,01-2026,7100,47770.04
004,01-2026,7101,104135.56
004,01-2026,7200,32522.4
004,01-2026,7201,19130.66
004,01-2026,7202,24299.74
004,01-2026,7300,21692.86
004,01-2026,7301,28942.34
004,01-2026,7400,32869.36
004,01-2026,7401,29742.02
004,01-2026,7402,38659.03
004,01-2026,7500,109282.27
004,01-2026,7501,51316.73
004,01-2026,7502,54375.81
004,01-2026,7503,88836.38
004,01-2026,7600,38856.16
004,01-2026,7601,37096.64
