entity_code,period,gl_account,amount
004,03-2026,4000,305878.51
004,03-2026,4001,414713.55
004,03-2026,4002,289438.01
004,03-2026,4003,666112.94
004,03-2026,4004,691799.67
004,03-2026,4005,451657.41
004,03-2026,4006,671376.42
004,03-2026,4100,248402.76
004,03-2026,4101,346940.34
004,03-2026,4102,206811.11
004,03-2026,4103,278069.43
004,03-2026,4104,236810.96
004,03-2026,4105,274064.9
004,03-2026,4200,86626.58
004,03-2026,4201,86474.48
004,03-2026,4202,51657.13
004,03-2026,4203,59320.37
004,03-2026,4300,39521.43
004,03-2026,4301,46243.21
004,03-2026,4302,43026.24
004,03-2026,4303,43952.84
004,03-2026,4400,11849.51
004,03-2026,4401,22151.25
004,03-2026,4402,21337.78
004,03-2026,4403,16941.56
004,03-2026,5000,130522.94
004,03-2026,5001,121420.47
004,03-2026,5002,80137.98
004,03-2026,5003,79466.26
004,03-2026,5004,127293.94
004,03-2026,5005,110826.31
004,03-2026,5100,40434.31
004,03-2026,5101,26004.72
004,03-2026,5102,57962.91
004,03-2026,5103,49583.24
004,03-2026,5104,51466.0
004,03-2026,5105,53134.61
004,03-2026,5200,79993.0
004,03-2026,5201,108548.64
004,03-2026,5202,90824.55
004,03-2026,5203,120356.81
004,03-2026,5204,101336.1
004,03-2026,5300,86106.08
004,03-2026,5301,108735.71
004,03-2026,5302,114739.38
004,03-2026,5303,119189.02
004,03-2026,5304,100438.07
004,03-2026,5400,26582.0
004,03-2026,5401,28978.53
004,03-2026,5402,26704.43
004,03-2026,5403,25146.01
004,03-2026,5404,45672.56
004,03-2026,5500,22994.74
004,03-2026,5501,30698.22
004,03-2026,5502,34266.19
004,03-2026,5600,16485.29
004,03-2026,5601,10452.74
004,03-2026,5602,14934.54
004,03-2026,5700,12086.09
004,03-2026,5701,25072.49
004,03-2026,5702,17220.83
004,03-2026,5703,16417.5
004,03-2026,6000,44620.26
004,03-2026,6001,29452.25
004,03-2026,6002,43291.03
004,03-2026,6003,31293.46
004,03-2026,6004,44599.56
004,03-2026,6005,57298.39
004,03-2026,6006,53101.46
004,03-2026,6007,43716.85
004,03-2026,6008,53287.48
004,03-2026,6009,32802.45
004,03-2026,6100,38077.0
004,03-2026,6101,57113.79
004,03-2026,6102,48242.39
004,03-2026,6103,38299.64
004,03-2026,6104,48088.92
004,03-2026,6105,35668.78
004,03-2026,6106,70221.78
004,03-2026,6107,61277.5
004,03-2026,6200,46812.85
004,03-2026,6201,46858.95
004,03-2026,6202,42057.16
004,03-2026,6203,27234.76
004,03-2026,6204,40629.71
004,03-2026,6205,32233.96
004,03-2026,6206,23143.79
004,03-2026,6207,38164.7
004,03-2026,6300,59297.1
004,03-2026,6301,63779.42
004,03-2026,6302,61243.84
004,03-2026,6303,41481.11
004,03-2026,6304,50661.61
004,03-2026,6400,27943.56
004,03-2026,6401,26724.05
004,03-2026,6402,13097.95
004,03-2026,6403,27865.02
004,03-2026,6404,19091.71
004,03-2026,6500,20650.66
004,03-2026,6501,20397.67
004,03-2026,6502,31590.42
004,03-2026,6503,27454.71
004,03-2026,6504,13464.89
004,03-2026,6600,25675.22
004,03-2026,6601,25032.83
004,03-2026,6602,35746.17
004,03-2026,7000,82080.66
004,03-2026,7001,36235.27
004,03-2026,7002,50904.54
004,03-2026,7100,54130.08
004,03-2026,7101,118000.02
004,03-2026,7200,34345.89
004,03-2026,7201,20203.29
004,03-2026,7202,25662.19
004,03-2026,7300,24861.34
004,03-2026,7301,33169.69
004,03-2026,7400,37336.22
004,03-2026,7401,33783.89
004,03-2026,7402,43912.69
004,03-2026,7500,116909.52
004,03-2026,7501,54898.33
004,03-2026,7502,58170.91
004,03-2026,7503,95036.62
004,03-2026,7600,40966.16
004,03-2026,7601,39111.09
